
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:27:06.760 --> 00:27:07.040]  .
[00:27:07.040 --> 00:27:07.230]   It
[00:27:07.230 --> 00:27:07.570]  's
[00:27:07.570 --> 00:27:08.180]   floating
[00:27:08.180 --> 00:27:08.510]   up
[00:27:08.510 --> 00:27:08.630]  ,
[00:27:08.630 --> 00:27:09.420]   retracted
[00:27:09.420 --> 00:27:09.610]   in
[00:27:09.610 --> 00:27:09.890]   the
[00:27:09.890 --> 00:27:10.460]   middle
[00:27:10.460 --> 00:27:10.650]   of
[00:27:10.650 --> 00:27:10.950]   the
[00:27:10.950 --> 00:27:11.460]   mouth
[00:27:11.460 --> 00:27:11.760]  .
[00:27:11.760 --> 00:27:12.160]   Whereas
[00:27:12.160 --> 00:27:12.470]   with
[00:27:12.470 --> 00:27:12.700]   the
[00:27:12.700 --> 00:27:12.790]   L
[00:27:12.790 --> 00:27:13.350]   sound
[00:27:13.350 --> 00:27:13.360]  ,
[00:27:13.360 --> 00:27:13.600]   the
[00:27:13.600 --> 00:27:13.850]   tip
[00:27:13.850 --> 00:27:14.050]   of
[00:27:14.050 --> 00:27:14.240]   our
[00:27:14.240 --> 00:27:14.730]   tongue
[00:27:14.730 --> 00:27:14.930]   is
[00:27:14.930 --> 00:27:15.550]   touching
[00:27:15.550 --> 00:27:15.990]   right
[00:27:15.990 --> 00:27:16.450]   behind
[00:27:16.450 --> 00:27:16.750]   our
[00:27:16.750 --> 00:27:17.220]   upper
[00:27:17.220 --> 00:27:17.510]   front
[00:27:17.510 --> 00:27:17.920]   teeth
[00:27:17.920 --> 00:27:18.230]  .
[00:27:18.230 --> 00:27:18.820]   So
[00:27:18.820 --> 00:27:19.400]   it
[00:27:19.400 --> 00:27:20.000]  's
[00:27:20.000 --> 00:27:20.320]   really
[00:27:20.320 --> 00:27:21.410]   right
[00:27:21.410 --> 00:27:21.760]   there
[00:27:21.760 --> 00:27:21.770]  
[00:27:21.770 --> 00:27:21.920]   on
[00:27:21.920 --> 00:27:22.180]   the
[00:27:22.180 --> 00:27:22.450]  ,
[00:27:22.450 --> 00:27:22.860]   almost
[00:27:22.860 --> 00:27:23.030]   on
[00:27:23.030 --> 00:27:23.330]   the
[00:27:23.330 --> 00:27:23.870]   outside
[00:27:23.870 --> 00:27:24.030]   of
[00:27:24.030 --> 00:27:24.390]   our
[00:27:24.390 --> 00:27:24.800]   mouths
[00:27:24.800 --> 00:27:25.150]  .
[00:27:25.150 --> 00:27:25.300]   And
[00:27:25.300 --> 00:27:25.470]   so
[00:27:25.470 --> 00:27:25.810]   just
[00:27:25.810 --> 00:27:26.060]   one
[00:27:26.060 --> 00:27:26.390]   more
[00:27:26.390 --> 00:27:26.740]   take
[00:27:26.740 --> 00:27:27.220]   home
[00:27:27.220 --> 00:27:27.420]   that
[00:27:27.420 --> 00:27:27.500]   I
[00:27:27.500 --> 00:27:27.990]   think
[00:27:27.990 --> 00:27:28.190]   is
[00:27:28.190 --> 00:27:28.640]   important
[00:27:28.640 --> 00:27:28.940]   for
[00:27:28.940 --> 00:27:29.880]   everybody
[00:27:29.880 --> 00:27:30.290]   here
[00:27:30.290 --> 00:27:30.490]   is
[00:27:30.490 --> 00:27:30.690]   to
[00:27:30.690 --> 00:27:31.230]   know
[00:27:31.230 --> 00:27:31.510]   that
[00:27:31.510 --> 00:27:31.710]   as
[00:27:31.710 --> 00:27:31.910]   we
[00:27:31.910 --> 00:27:32.840]   mentioned
[00:27:32.840 --> 00:27:33.590]   earlier
[00:27:33.590 --> 00:27:33.750]  ,
[00:27:33.750 --> 00:27:34.100]   R
[00:27:34.100 --> 00:27:34.170]   and
[00:27:34.170 --> 00:27:34.270]   L
[00:27:34.270 --> 00:27:34.790]   carry
[00:27:34.790 --> 00:27:34.940]   a
[00:27:34.940 --> 00:27:35.200]   lot
[00:27:35.200 --> 00:27:35.400]   of
[00:27:35.400 --> 00:27:36.240]   meaning
[00:27:36.240 --> 00:27:36.240]  .
[00:27:36.240 --> 00:27:36.540]   And
[00:27:36.540 --> 00:27:36.940]   this
[00:27:36.940 --> 00:27:37.140]   is
[00:27:37.140 --> 00:27:37.440]   one
[00:27:37.440 --> 00:27:37.840]   area
[00:27:37.840 --> 00:27:38.240]   that
[00:27:38.240 --> 00:27:38.540]   you
[00:27:38.540 --> 00:27:38.870]  're
[00:27:38.870 --> 00:27:39.340]   going
[00:27:39.340 --> 00:27:39.630]   to
[00:27:39.630 --> 00:27:39.940]   want
[00:27:39.940 --> 00:27:40.160]   to
[00:27:40.160 --> 00:27:40.510]   be
[00:27:40.510 --> 00:27:41.400]   very
[00:27:41.400 --> 00:27:42.480]   careful
[00:27:42.480 --> 00:27:43.030]   about
[00:27:43.030 --> 00:27:43.520]   because
[00:27:43.520 --> 00:27:43.760]   the
[00:27:43.760 --> 00:27:44.400]   meaning
[00:27:44.400 --> 00:27:44.560]   of
[00:27:44.560 --> 00:27:44.850]   your
[00:27:44.850 --> 00:27:45.440]   sentence
[00:27:45.440 --> 00:27:45.760]   can
[00:27:45.760 --> 00:27:46.130]   change
[00:27:46.130 --> 00:27:47.090]   dramatically
[00:27:47.090 --> 00:27:47.210]  .
[00:27:47.210 --> 00:27:47.350]   If
[00:27:47.350 --> 00:27:47.570]   you
[00:27:47.570 --> 00:27:47.790]   mis
[00:27:47.790 --> 00:27:48.080]  pron
[00:27:48.080 --> 00:27:48.450]  ounce
[00:27:48.450 --> 00:27:48.670]   one
[00:27:48.670 --> 00:27:48.810]   of
[00:27:48.810 --> 00:27:49.180]   these
[00:27:49.180 --> 00:27:49.700]   letters
[00:27:49.700 --> 00:27:50.020]  ,
[00:27:50.020 --> 00:27:50.070]   right
[00:27:50.070 --> 00:27:50.160]  ?
[00:27:50.160 --> 00:27:50.320]   Like
[00:27:50.320 --> 00:27:50.480]   we
[00:27:50.480 --> 00:27:50.490]  
[00:27:50.490 --> 00:27:50.850]   gave
[00:27:50.850 --> 00:27:51.160]   the
[00:27:51.160 --> 00:27:51.520]   rice
[00:27:51.520 --> 00:27:51.610]   l
[00:27:51.610 --> 00:27:51.890]  ice
[00:27:51.890 --> 00:27:52.550]   example
[00:27:52.550 --> 00:27:52.990]  .
[00:27:52.990 --> 00:27:53.110]   So
[00:27:53.110 --> 00:27:53.490]   maybe
[00:27:53.490 --> 00:27:53.870]   some
[00:27:53.870 --> 00:27:54.340]   other
[00:27:54.340 --> 00:27:55.000]   aspects
[00:27:55.000 --> 00:27:55.260]   of
[00:27:55.260 --> 00:27:55.940]   English
[00:27:55.940 --> 00:27:57.090]   pronunciation
[00:27:57.090 --> 00:27:57.360]  ,
[00:27:57.360 --> 00:27:57.520]   you
[00:27:57.520 --> 00:27:57.680]   can
[00:27:57.680 --> 00:27:57.870]   be
[00:27:57.870 --> 00:27:57.960]   a
[00:27:57.960 --> 00:27:58.540]   little
[00:27:58.540 --> 00:27:58.910]   less
[00:27:58.910 --> 00:27:59.680]   cautious
[00:27:59.680 --> 00:27:59.950]  .
[00:27:59.950 --> 00:28:00.310]   You
[00:28:00.310 --> 00:28:00.540]   can
[00:28:00.540 --> 00:28:01.070]   relax
[00:28:01.070 --> 00:28:01.110]   a
[00:28:01.110 --> 00:28:01.680]   little
[00:28:01.680 --> 00:28:01.970]   bit
[00:28:01.970 --> 00:28:02.310]  .
[00:28:02.310 --> 00:28:02.630]   People
[00:28:02.630 --> 00:28:02.800]   will
[00:28:02.800 --> 00:28:03.130]   still
[00:28:03.130 --> 00:28:03.140]   be
[00:28:03.140 --> 00:28:03.360]   able
[00:28:03.360 --> 00:28:03.600]   to
[00:28:03.600 --> 00:28:04.240]   understand
[00:28:04.240 --> 00:28:04.480]   you
[00:28:04.480 --> 00:28:04.480]  .
[00:28:04.480 --> 00:28:04.810]   For
[00:28:04.810 --> 00:28:05.600]   example
[00:28:05.600 --> 00:28:05.860]  ,
[00:28:05.860 --> 00:28:06.270]   that
[00:28:06.270 --> 00:28:06.490]   TH
[00:28:06.490 --> 00:28:07.280]   example
[00:28:07.280 --> 00:28:07.730]   that
[00:28:07.730 --> 00:28:08.060]   you
[00:28:08.060 --> 00:28:08.510]   gave
[00:28:08.510 --> 00:28:09.300]   earlier
[00:28:09.300 --> 00:28:09.940]  .
[00:28:09.940 --> 00:28:10.080]   But
[00:28:10.080 --> 00:28:10.420]   with
[00:28:10.420 --> 00:28:10.780]   this
[00:28:10.780 --> 00:28:11.010]   one
[00:28:11.010 --> 00:28:11.200]  ,
[00:28:11.200 --> 00:28:11.480]   you
[00:28:11.480 --> 00:28:11.680]   may
[00:28:11.680 --> 00:28:12.080]   find
[00:28:12.080 --> 00:28:12.240]   that
[00:28:12.240 --> 00:28:12.560]   your
[00:28:12.560 --> 00:28:13.200]   listener
[00:28:13.200 --> 00:28:13.610]   doesn
[00:28:13.610 --> 00:28:13.810]  't
[00:28:13.810 --> 00:28:14.770]   understand
[00:28:14.770 --> 00:28:14.860]   you
[00:28:14.860 --> 00:28:14.970]   or
[00:28:14.970 --> 00:28:15.130]   is
[00:28:15.130 --> 00:28:15.770]   confused
[00:28:15.770 --> 00:28:15.930]   if
[00:28:15.930 --> 00:28:16.170]   you
[00:28:16.170 --> 00:28:16.890]   pronounce
[00:28:16.890 --> 00:28:17.350]   these
[00:28:17.350 --> 00:28:17.700]   two
[00:28:17.700 --> 00:28:18.000]   sounds
[00:28:18.000 --> 00:28:18.620]   incorrectly
[00:28:18.620 --> 00:28:18.800]  .
[00:28:19.520 --> 00:28:19.530]  
[00:28:19.530 --> 00:28:19.890]   Yes
[00:28:19.890 --> 00:28:20.210]  ,
[00:28:20.210 --> 00:28:20.390]   we
[00:28:20.390 --> 00:28:20.900]   have
[00:28:20.900 --> 00:28:21.390]   like
[00:28:21.390 --> 00:28:22.110]   deer
[00:28:22.110 --> 00:28:22.260]   and
[00:28:22.260 --> 00:28:22.760]   deal
[00:28:22.760 --> 00:28:23.010]   or
[00:28:23.010 --> 00:28:23.510]   hear
[00:28:23.510 --> 00:28:23.880]   and
[00:28:23.880 --> 00:28:24.370]   heal
[00:28:24.370 --> 00:28:24.670]  ,
[00:28:24.670 --> 00:28:25.250]   right
[00:28:25.250 --> 00:28:25.680]  ?
[00:28:25.680 --> 00:28:26.070]   These
[00:28:26.070 --> 00:28:26.310]   are
[00:28:26.310 --> 00:28:26.550]   all
[00:28:26.550 --> 00:28:27.040]   really
[00:28:27.040 --> 00:28:27.570]   minimal
[00:28:27.570 --> 00:28:27.920]   pairs
[00:28:27.920 --> 00:28:28.480]   here
[00:28:28.480 --> 00:28:28.480]  .
[00:28:28.480 --> 00:28:28.710]   So
[00:28:28.710 --> 00:28:28.940]   it
[00:28:28.940 --> 00:28:29.170]  's
[00:28:29.170 --> 00:28:30.240]   important
[00:28:30.240 --> 00:28:30.470]   to
[00:28:30.470 --> 00:28:31.100]   get
[00:28:31.100 --> 00:28:31.410]   those
[00:28:31.410 --> 00:28:31.640]  ,
[00:28:31.640 --> 00:28:31.990]   get
[00:28:31.990 --> 00:28:32.580]   those
[00:28:32.580 --> 00:28:33.260]   right
[00:28:33.260 --> 00:28:33.590]  .
[00:28:33.590 --> 00:28:33.660]   I
[00:28:33.660 --> 00:28:33.940]   just
[00:28:33.940 --> 00:28:34.160]   want
[00:28:34.160 --> 00:28:34.280]   to
[00:28:34.280 --> 00:28:34.460]   add
[00:28:34.460 --> 00:28:34.640]   one
[00:28:34.640 --> 00:28:34.950]   thing
[00:28:34.950 --> 00:28:35.070]  ,
[00:28:35.070 --> 00:28:35.480]   Andrew
[00:28:35.480 --> 00:28:35.680]  .
[00:28:35.680 --> 00:28:36.200]   There
[00:28:36.200 --> 00:28:36.380]  's
[00:28:36.380 --> 00:28:36.540]   a
[00:28:36.540 --> 00:28:37.060]   great
[00:28:37.060 --> 00:28:37.780]   resource
[00:28:37.780 --> 00:28:38.270]   you
[00:28:38.270 --> 00:28:38.480]   guys
[00:28:38.480 --> 00:28:38.780]   out
[00:28:38.780 --> 00:28:39.280]   there
[00:28:39.280 --> 00:28:39.680]   that
[00:28:39.680 --> 00:28:39.870]  's
[00:28:39.870 --> 00:28:40.310]   free
[00:28:40.310 --> 00:28:41.140]   for
[00:28:41.140 --> 00:28:41.560]   you
[00:28:41.560 --> 00:28:42.240]   to
[00:28:42.240 --> 00:28:43.080]   work
[00:28:43.080 --> 00:28:43.710]   on
[00:28:43.710 --> 00:28:43.810]   your
[00:28:43.810 --> 00:28:44.560]   perception
[00:28:44.560 --> 00:28:44.570]  
[00:28:44.570 --> 00:28:44.720]   of
[00:28:44.720 --> 00:28:45.510]   different
[00:28:45.510 --> 00:28:46.130]   sounds
[00:28:46.130 --> 00:28:46.290]  .
[00:28:46.290 --> 00:28:46.550]   And
[00:28:46.550 --> 00:28:46.720]   it
[00:28:46.720 --> 00:28:47.150]  's
[00:28:47.150 --> 00:28:47.410]   called
[00:28:47.410 --> 00:28:47.670]   the
[00:28:47.670 --> 00:28:48.280]   English
[00:28:48.280 --> 00:28:48.800]   accent
[00:28:48.800 --> 00:28:49.340]   coach
[00:28:49.340 --> 00:28:49.720]   is
[00:28:49.720 --> 00:28:50.400]   the
[00:28:50.400 --> 00:28:51.910]   website
[00:28:51.910 --> 00:28:52.110]  .
[00:28:52.110 --> 00:28:52.310]   And
[00:28:52.310 --> 00:28:52.600]   it
[00:28:52.600 --> 00:28:52.720]   was
[00:28:52.720 --> 00:28:53.270]   created
[00:28:53.270 --> 00:28:53.520]   by
[00:28:53.520 --> 00:28:53.610]   a
[00:28:53.610 --> 00:28:54.530]   researcher
[00:28:54.530 --> 00:28:54.720]  ,
[00:28:54.720 --> 00:28:54.800]   a
[00:28:54.800 --> 00:28:55.620]   colleague
[00:28:55.620 --> 00:28:55.790]   of
[00:28:55.790 --> 00:28:56.160]   ours
[00:28:56.160 --> 00:28:56.430]  .
[00:28:56.430 --> 00:28:56.700]   And
[00:28:56.700 --> 00:28:56.970]   you
[00:28:56.970 --> 00:28:57.240]   can
[00:28:57.240 --> 00:28:57.420]   go
[00:28:57.420 --> 00:28:57.600]   on
[00:28:57.600 --> 00:28:58.060]   there
[00:28:58.060 --> 00:28:58.330]   for
[00:28:58.330 --> 00:28:58.690]   free
[00:28:58.690 --> 00:28:58.980]  ,
[00:28:58.980 --> 00:28:59.230]   play
[00:28:59.230 --> 00:28:59.430]   the
[00:28:59.430 --> 00:28:59.700]   game
[00:28:59.700 --> 00:28:59.950]  .
[00:28:59.950 --> 00:29:00.160]   You
[00:29:00.160 --> 00:29:00.400]   can
[00:29:00.400 --> 00:29:00.880]   pick
[00:29:00.880 --> 00:29:01.600]   conson
[00:29:01.600 --> 00:29:02.080]  ants
[00:29:02.080 --> 00:29:02.450]   and
[00:29:02.450 --> 00:29:02.800]   you
[00:29:02.800 --> 00:29:03.150]   can
[00:29:03.150 --> 00:29:03.640]   pick
[00:29:03.640 --> 00:29:03.760]   R
[00:29:03.760 --> 00:29:04.120]   and
[00:29:04.120 --> 00:29:04.270]   L
[00:29:04.270 --> 00:29:04.600]   and
[00:29:04.600 --> 00:29:04.960]   you
[00:29:04.960 --> 00:29:05.440]   will
[00:29:05.440 --> 00:29:05.680]   be
[00:29:05.680 --> 00:29:06.400]   tested
[00:29:06.400 --> 00:29:06.640]   to
[00:29:06.640 --> 00:29:07.040]   see
[00:29:07.040 --> 00:29:07.510]   how
[00:29:07.510 --> 00:29:08.140]   well
[00:29:08.140 --> 00:29:08.910]   you
[00:29:08.910 --> 00:29:08.960]   do
[00:29:08.960 --> 00:29:09.360]   on
[00:29:09.360 --> 00:29:10.240]   discriminating
[00:29:10.240 --> 00:29:10.250]  
[00:29:10.250 --> 00:29:10.940]   between
[00:29:10.940 --> 00:29:11.240]   the
[00:29:11.240 --> 00:29:11.340]   R
[00:29:11.340 --> 00:29:11.640]   and
[00:29:11.640 --> 00:29:11.940]   the
[00:29:11.940 --> 00:29:12.040]   L
[00:29:12.040 --> 00:29:12.540]   sound
[00:29:12.540 --> 00:29:12.870]   in
[00:29:12.870 --> 00:29:13.640]   listening
[00:29:13.640 --> 00:29:14.140]   tasks
[00:29:14.140 --> 00:29:14.480]  .
[00:29:14.480 --> 00:29:15.020]   And
[00:29:15.020 --> 00:29:15.750]   this
[00:29:15.750 --> 00:29:16.120]   is
[00:29:16.120 --> 00:29:16.670]   one
[00:29:16.670 --> 00:29:17.030]   of
[00:29:17.030 --> 00:29:17.420]   the
[00:29:17.420 --> 00:29:18.290]   first
[00:29:18.290 --> 00:29:18.720]   steps
[00:29:18.720 --> 00:29:18.830]  ,
[00:29:18.830 --> 00:29:18.890]   I
[00:29:18.890 --> 00:29:19.200]   think
[00:29:19.200 --> 00:29:19.200]  ,
[00:29:19.200 --> 00:29:19.320]   is
[00:29:19.320 --> 00:29:19.620]   being
[00:29:19.620 --> 00:29:19.890]   able
[00:29:19.890 --> 00:29:19.980]   to
[00:29:19.980 --> 00:29:20.220]   hear
[00:29:20.220 --> 00:29:20.400]   the
[00:29:20.400 --> 00:29:21.010]   difference
[00:29:21.010 --> 00:29:21.440]   because
[00:29:21.440 --> 00:29:21.750]   once
[00:29:21.750 --> 00:29:21.860]   you
[00:29:21.860 --> 00:29:22.040]   can
[00:29:22.040 --> 00:29:22.280]   hear
[00:29:22.280 --> 00:29:22.460]   the
[00:29:22.460 --> 00:29:23.070]   difference
[00:29:23.070 --> 00:29:23.600]   clearly
[00:29:23.600 --> 00:29:23.600]  ,
[00:29:23.600 --> 00:29:23.920]   then
[00:29:23.920 --> 00:29:24.180]   you
[00:29:24.180 --> 00:29:24.460]  'll
[00:29:24.460 --> 00:29:24.580]   be
[00:29:24.580 --> 00:29:24.900]   able
[00:29:24.900 --> 00:29:25.170]   to
[00:29:25.170 --> 00:29:25.550]   notice
[00:29:25.550 --> 00:29:25.870]   when
[00:29:25.870 --> 00:29:26.220]   you
[00:29:26.220 --> 00:29:26.450]   make
[00:29:26.450 --> 00:29:27.100]   mistakes
[00:29:27.100 --> 00:29:27.260]   in
[00:29:27.260 --> 00:29:27.590]   your
[00:29:27.590 --> 00:29:28.540]   pronunciation
[00:29:28.540 --> 00:29:29.060]  .
[00:29:29.060 --> 00:29:29.600]   And
[00:29:29.600 --> 00:29:29.830]   this
[00:29:29.830 --> 00:29:30.030]   is
[00:29:30.030 --> 00:29:30.160]   one
[00:29:30.160 --> 00:29:30.330]   of
[00:29:30.330 --> 00:29:30.610]   the
[00:29:30.610 --> 00:29:31.360]   things
[00:29:31.360 --> 00:29:31.800]   driving
[00:29:31.800 --> 00:29:31.980]   me
[00:29:31.980 --> 00:29:32.430]   crazy
[00:29:32.430 --> 00:29:32.880]   right
[00:29:32.880 --> 00:29:33.150]   now
[00:29:33.150 --> 00:29:33.330]   in
[00:29:33.330 --> 00:29:33.550]   my
[00:29:33.550 --> 00:29:33.780]   own
[00:29:33.780 --> 00:29:34.330]   Korean
[00:29:34.330 --> 00:29:34.510]   is
[00:29:34.510 --> 00:29:34.600]   I
[00:29:34.600 --> 00:29:35.620]   perceive
[00:29:35.620 --> 00:29:36.460]   differences
[00:29:36.460 --> 00:29:36.640]   in
[00:29:36.640 --> 00:29:37.440]   sounds
[00:29:37.440 --> 00:29:37.440]  .
[00:29:37.440 --> 00:29:37.450]  
[00:29:37.450 --> 00:29:37.760]   But
[00:29:37.760 --> 00:29:37.860]   I
[00:29:37.860 --> 00:29:38.400]   still
[00:29:38.400 --> 00:29:38.720]   can
[00:29:38.720 --> 00:29:39.010]  't
[00:29:39.010 --> 00:29:39.360]   nail
[00:29:39.360 --> 00:29:39.680]   and
[00:29:39.680 --> 00:29:40.830]   accurately
[00:29:40.830 --> 00:29:41.510]   produce
[00:29:41.510 --> 00:29:41.940]   some
[00:29:41.940 --> 00:29:42.590]   sounds
[00:29:42.590 --> 00:29:42.960]  .
[00:29:42.960 --> 00:29:43.280]   And
[00:29:43.280 --> 00:29:43.360]   I
[00:29:43.360 --> 00:29:43.660]   can
[00:29:43.660 --> 00:29:44.080]   hear
[00:29:44.080 --> 00:29:44.330]   that
[00:29:44.330 --> 00:29:44.470]   it
[00:29:44.470 --> 00:29:44.610]  's
[00:29:44.610 --> 00:29:44.800]   bad
[00:29:44.800 --> 00:29:44.800]  ,
[00:29:44.800 --> 00:29:45.160]   which
[00:29:45.160 --> 00:29:45.590]   drives
[00:29:45.590 --> 00:29:45.730]   me
[00:29:45.730 --> 00:29:46.010]   nuts
[00:29:46.010 --> 00:29:46.220]  .
[00:29:46.220 --> 00:29:46.370]   I
[00:29:46.370 --> 00:29:46.430]  'm
[00:29:46.430 --> 00:29:46.710]   like
[00:29:46.710 --> 00:29:46.850]  ,
[00:29:46.850 --> 00:29:46.990]   Oh
[00:29:46.990 --> 00:29:47.200]  ,
[00:29:47.200 --> 00:29:47.390]   I
[00:29:47.390 --> 00:29:47.480]   know
[00:29:47.480 --> 00:29:47.760]   this
[00:29:47.760 --> 00:29:47.900]   is
[00:29:47.900 --> 00:29:48.260]   wrong
[00:29:48.260 --> 00:29:48.660]  .
[00:29:48.660 --> 00:29:48.960]   But
[00:29:48.960 --> 00:29:49.040]   I
[00:29:49.040 --> 00:29:49.190]  'm
[00:29:49.190 --> 00:29:49.580]   also
[00:29:49.580 --> 00:29:49.840]   happy
[00:29:49.840 --> 00:29:50.000]   because
[00:29:50.000 --> 00:29:50.260]   I
[00:29:50.260 --> 00:29:50.320]   know
[00:29:50.320 --> 00:29:50.480]   this
[00:29:50.480 --> 00:29:50.620]   is
[00:29:50.620 --> 00:29:50.820]   the
[00:29:50.820 --> 00:29:51.180]   first
[00:29:51.180 --> 00:29:51.460]   step
[00:29:51.460 --> 00:29:51.880]   moving
[00:29:51.880 --> 00:29:52.050]   in
[00:29:52.050 --> 00:29:52.230]   the
[00:29:52.230 --> 00:29:52.580]   right
[00:29:52.580 --> 00:29:53.210]   direction
[00:29:53.210 --> 00:29:53.700]   towards
[00:29:53.700 --> 00:29:54.190]   clearer
[00:29:54.190 --> 00:29:55.090]   pronunciation
[00:29:55.090 --> 00:29:55.360]  .
[00:29:55.360 --> 00:29:56.000]   So
[00:29:56.000 --> 00:29:56.160]   yeah
[00:29:56.160 --> 00:29:56.240]  ,
[00:29:56.240 --> 00:29:56.480]   guys
[00:29:56.480 --> 00:29:56.480]  ,
[00:29:56.480 --> 00:29:56.790]   check
[00:29:56.790 --> 00:29:57.000]   out
[00:29:57.000 --> 00:29:57.240]   that
[00:29:57.240 --> 00:29:57.680]   website
[00:29:57.680 --> 00:29:57.870]  .
[00:29:57.870 --> 00:29:58.050]   I
[00:29:58.050 --> 00:29:58.120]  've
[00:29:58.120 --> 00:29:58.370]   used
[00:29:58.370 --> 00:29:58.490]   it
[00:29:58.490 --> 00:29:59.010]   before
[00:29:59.010 --> 00:29:59.120]   with
[00:29:59.120 --> 00:29:59.240]   my
[00:29:59.240 --> 00:29:59.740]   students
[00:29:59.740 --> 00:29:59.940]   and
[00:29:59.940 --> 00:30:00.060]   it
[00:30:00.060 --> 00:30:00.180]  's
[00:30:00.180 --> 00:30:00.750]   fantastic
[00:30:00.750 --> 00:30:00.960]  ,
[00:30:00.960 --> 00:30:01.260]   the
[00:30:01.260 --> 00:30:01.940]   English
[00:30:01.940 --> 00:30:02.480]   accent
[00:30:02.480 --> 00:30:02.490]  
[00:30:02.490 --> 00:30:06.340]   coach
[00:30:06.340 --> 00:30:08.480]  .
[00:30:08.480 --> 00:30:09.710]   Awesome
[00:30:09.710 --> 00:30:10.070]  ,
[00:30:10.070 --> 00:30:10.600]   Sue
[00:30:10.600 --> 00:30:11.130]  .
[00:30:11.130 --> 00:30:12.020]   Thank
[00:30:12.020 --> 00:30:12.550]   you
[00:30:12.550 --> 00:30:13.190]   for
[00:30:13.190 --> 00:30:13.790]   this
[00:30:13.790 --> 00:30:14.850]   lesson
[00:30:14.850 --> 00:30:15.560]   here
[00:30:15.560 --> 00:30:16.440]   today
[00:30:16.440 --> 00:30:17.040]  .
[00:30:17.040 --> 00:30:17.090]   I
[00:30:17.090 --> 00:30:17.370]   think
[00:30:17.370 --> 00:30:17.540]   all
[00:30:17.540 --> 00:30:17.800]   of
[00:30:17.800 --> 00:30:17.840]   our
[00:30:17.840 --> 00:30:18.400]   listeners
[00:30:18.400 --> 00:30:18.560]   will
[00:30:18.560 --> 00:30:18.880]   find
[00:30:18.880 --> 00:30:19.020]   it
[00:30:19.020 --> 00:30:19.300]   very
[00:30:19.300 --> 00:30:19.790]   helpful
[00:30:19.790 --> 00:30:20.000]  .
[00:30:20.000 --> 00:30:20.210]   And
[00:30:20.210 --> 00:30:20.490]   guys
[00:30:20.490 --> 00:30:20.630]  ,
[00:30:20.630 --> 00:30:20.910]   just
[00:30:20.910 --> 00:30:21.390]   before
[00:30:21.390 --> 00:30:21.500]   we
[00:30:21.500 --> 00:30:21.610]   go
[00:30:21.610 --> 00:30:21.750]  ,
[00:30:21.750 --> 00:30:21.890]   we
[00:30:21.890 --> 00:30:22.100]  'll
[00:30:22.100 --> 00:30:22.520]   remind
[00:30:22.520 --> 00:30:22.740]   you
[00:30:22.740 --> 00:30:22.940]   one
[00:30:22.940 --> 00:30:23.220]   more
[00:30:23.220 --> 00:30:23.500]   time
[00:30:23.500 --> 00:30:23.840]   about
[00:30:23.840 --> 00:30:24.340]   the
[00:30:24.340 --> 00:30:24.480]   study
[00:30:24.480 --> 00:30:24.960]   guide
[00:30:24.960 --> 00:30:24.970]  
[00:30:24.970 --> 00:30:25.130]   on
[00:30:25.130 --> 00:30:25.420]   our
[00:30:25.420 --> 00:30:26.080]   website
[00:30:26.080 --> 00:30:26.360]   and
[00:30:26.360 --> 00:30:26.730]   also
[00:30:26.730 --> 00:30:27.200]   about
[00:30:27.200 --> 00:30:27.590]   our
[00:30:27.590 --> 00:30:28.040]   social
[00:30:28.040 --> 00:30:28.510]   media
[00:30:28.510 --> 00:30:29.260]   channels
[00:30:29.260 --> 00:30:29.530]  .
[00:30:29.530 --> 00:30:29.740]   We
[00:30:29.740 --> 00:30:30.000]  're
[00:30:30.000 --> 00:30:30.420]   on
[00:30:30.420 --> 00:30:31.030]   Instagram
[00:30:31.030 --> 00:30:31.260]  ,
[00:30:31.260 --> 00:30:31.390]   we
[00:30:31.390 --> 00:30:31.670]  're
[00:30:31.670 --> 00:30:31.850]   on
[00:30:31.850 --> 00:30:32.630]   Facebook
[00:30:32.630 --> 00:30:32.720]  ,
[00:30:32.720 --> 00:30:33.410]   Twitter
[00:30:33.410 --> 00:30:33.490]  ,
[00:30:33.490 --> 00:30:33.920]   and
[00:30:33.920 --> 00:30:34.340]   YouTube
[00:30:34.340 --> 00:30:34.590]  .
[00:30:34.590 --> 00:30:34.840]   And
[00:30:34.840 --> 00:30:35.010]   if
[00:30:35.010 --> 00:30:35.350]   you
[00:30:35.350 --> 00:30:35.600]   want
[00:30:35.600 --> 00:30:35.770]   to
